JD,Magnitude,Uncertainty,HQuncertainty,Band
2458873.25764,1.4,,,Vis.
2458873.27083,1.5,,,Vis.
2458873.2764,1.4,,,Vis.
2458873.2868,1.6,,,Vis.
2458873.3,1.6,,,Vis.
2458873.30000,1.8,,,Vis.
2458873.3083,1.6,,,Vis.
2458873.32639,1.46,,,Vis.
2458873.360,1.6,,,Vis.
2458873.39583,1.5,,,Vis.
2458873.41667,1.5,,,Vis.
2458873.4250,1.50,,,Vis.
2458873.43750,1.5,,,Vis.
2458873.45833,1.5,,,Vis.
2458873.45833,1.6,,,Vis.
2458873.48750,1.6,,,Vis.
2458873.49583,1.2,,,Vis.
2458873.5,1.5,,,Vis.
2458873.5097,1.5,,,Vis.
2458873.57847,1.6,,,Vis.
2458873.58333,1.5,,,Vis.
2458873.64583,1.8,,,Vis.
2458873.67778,1.7,,,Vis.
2458873.69722,1.75,,,Vis.
2458873.9604,1.6,,,Vis.
2458873.99444,1.6,,,Vis.
2458873.99722,1.7,,,Vis.
2458874.18194,1.58,,,Vis.
2458874.19306,1.9,,,Vis.
2458874.243,1.5,,,Vis.
2458874.2438,1.60,,,Vis.
2458874.3,1.6,,,Vis.
2458874.301,1.5,,,Vis.
2458874.4,1.8,,,Vis.
2458874.43750,1.30,,,Vis.
2458874.43750,1.5,,,Vis.
2458874.46875,1.27,,,Vis.
2458874.49306,1.5,,,Vis.
2458874.500,1.50,,,Vis.
2458874.50385,1.5,,,Vis.
2458874.51042,1.6,,,Vis.
2458874.5201,1.4,,,Vis.
2458874.521,1.6,,,Vis.
2458874.55208,1.27,,,Vis.
2458874.554,1.4,,,Vis.
2458874.58056,1.4,,,Vis.
2458874.61111,1.60,,,Vis.
2458874.61806,1.7,,,Vis.
2458874.63542,1.7,,,Vis.
2458874.65486,1.65,,,Vis.
2458874.72,1.6,,,Vis.
2458874.73958,1.8,,,Vis.
2458874.89583,1.6,,,Vis.
2458874.90069,1.8,,,Vis.
2458875.229,1.5,,,Vis.
2458875.25694,1.65,,,Vis.
2458875.3,1.4,,,Vis.
2458875.30556,1.4,,,Vis.
2458875.310,1.6,,,Vis.
2458875.333,1.4,,,Vis.
2458875.3541,1.47,,,Vis.
2458875.35417,1.5,,,Vis.
2458875.361,1.8,,,Vis.
2458875.37014,1.5,,,Vis.
2458875.40069,1.39,,,Vis.
2458875.4028,1.50,,,Vis.
2458875.4076,1.5,,,Vis.
2458875.4167,1.5,,,Vis.
2458875.44444,1.64,,,Vis.
2458875.45833,1.5,,,Vis.
2458875.46528,1.27,,,Vis.
2458875.47,1.6,,,Vis.
2458875.49139,1.3,,,Vis.
2458875.5049,1.4,,,Vis.
2458875.54306,1.4,,,Vis.
2458875.54931,1.6,,,Vis.
2458875.55556,1.4,,,Vis.
2458875.59028,1.60,,,Vis.
2458875.62708,1.4,,,Vis.
2458875.63194,1.4,,,Vis.
2458875.9604,1.6,,,Vis.
2458876.25000,1.5,,,Vis.
2458876.254,1.5,,,Vis.
2458876.2563,1.65,,,Vis.
2458876.27083,1.33,,,Vis.
2458876.3,1.8,,,Vis.
2458876.31,1.7,,,Vis.
2458876.36458,1.5,,,Vis.
2458876.3736,1.58,,,Vis.
2458876.396,1.6,,,Vis.
2458876.43056,1.5,,,Vis.
2458876.43228,1.5,,,Vis.
2458876.52083,1.5,,,Vis.
2458876.5340,1.7,,,Vis.
2458876.55625,1.5,,,Vis.
2458876.5729,1.4,,,Vis.
2458876.58333,1.60,,,Vis.
2458876.58681,1.9,,,Vis.
2458876.66875,1.7,,,Vis.
2458876.68264,1.7,,,Vis.
2458876.69444,1.7,,,Vis.
2458876.97485,1.4,,,Vis.
2458876.9778,1.6,,,Vis.
2458877.03819,1.6,,,Vis.
2458877.06181,1.5,,,Vis.
2458877.2049,1.4,,,Vis.
2458877.25972,1.5,,,Vis.
2458877.26667,1.64,,,Vis.
2458877.29167,1.6,,,Vis.
2458877.30208,1.6,,,Vis.
2458877.31250,1.6,,,Vis.
2458877.315,1.7,,,Vis.
2458877.33,1.7,,,Vis.
2458877.337,1.3,,,Vis.
2458877.36458,1.6,,,Vis.
2458877.3771,1.7,,,Vis.
2458877.39514,1.5,,,Vis.
2458877.406,1.6,,,Vis.
2458877.40972,1.55,,,Vis.
2458877.47439,1.7,,,Vis.
2458877.495,1.6,,,Vis.
2458877.50000,1.5,,,Vis.
2458877.50385,1.5,,,Vis.
2458877.54167,1.4,,,Vis.
2458877.5438,1.4,,,Vis.
2458877.55139,1.5,,,Vis.
2458877.58056,1.6,,,Vis.
2458877.58403,1.60,,,Vis.
2458877.6395,1.6,,,Vis.
2458877.64583,1.7,,,Vis.
2458877.646,1.6,,,Vis.
2458877.64975,1.4,,,Vis.
2458877.67569,1.7,,,Vis.
2458877.9625,1.6,,,Vis.
2458878.1604,2.0,,,Vis.
2458878.2,1.6,,,Vis.
2458878.20556,1.9,,,Vis.
2458878.28125,1.6,,,Vis.
2458878.2833,1.5,,,Vis.
2458878.28333,1.5,,,Vis.
2458878.29167,1.5,,,Vis.
2458878.3,1.4,,,Vis.
2458878.30208,1.5,,,Vis.
2458878.3153,1.5,,,Vis.
2458878.33125,1.7,,,Vis.
2458878.33194,1.5,,,Vis.
2458878.333,1.5,,,Vis.
2458878.3653,1.4,,,Vis.
2458878.4000,1.81,,,Vis.
2458878.4181,1.5,,,Vis.
2458878.4201,1.5,,,Vis.
2458878.45826,1.9,,,Vis.
2458878.47917,1.5,,,Vis.
2458878.48611,1.65,,,Vis.
2458878.49028,1.5,,,Vis.
2458878.497,1.6,,,Vis.
2458878.5,1.7,,,Vis.
2458878.5,1.6,,,Vis.
2458878.50347,1.5,,,Vis.
2458878.52639,1.7,,,Vis.
2458878.5285,1.5,,,Vis.
2458878.58681,1.5,,,Vis.
2458878.59028,1.50,,,Vis.
2458878.60417,1.5,,,Vis.
2458878.62708,1.4,,,Vis.
2458878.66389,1.7,,,Vis.
2458878.674,1.5,,,Vis.
2458878.72917,1.8,,,Vis.
2458878.88542,1.41,,,Vis.
2458878.88889,1.35,,,Vis.
2458878.8958,1.7,,,Vis.
2458878.9639,1.6,,,Vis.
2458879.166,1.6,,,Vis.
2458879.25000,1.65,,,Vis.
2458879.2528,1.4,,,Vis.
2458879.25972,1.5,,,Vis.
2458879.27361,1.64,,,Vis.
2458879.30208,1.5,,,Vis.
2458879.319,1.6,,,Vis.
2458879.37847,1.7,,,Vis.
2458879.43750,1.5,,,Vis.
2458879.47708,1.6,,,Vis.
2458879.48264,1.62,,,Vis.
2458879.5,1.7,,,Vis.
2458879.54167,1.4,,,Vis.
2458879.5417,1.9,,,Vis.
2458879.56250,1.5,,,Vis.
2458879.568,1.6,,,Vis.
2458879.58333,1.50,,,Vis.
2458879.59792,1.6,,,Vis.
2458879.6722,2.0,,,Vis.
2458879.75000,1.6,,,Vis.
2458880.02778,1.4,,,Vis.
2458880.028,1.5,,,Vis.
2458880.23611,1.7,,,Vis.
2458880.2431,1.5,,,Vis.
2458880.277,1.6,,,Vis.
2458880.30,1.5,,,Vis.
2458880.3000,1.7,,,Vis.
2458880.3021,1.4,,,Vis.
2458880.33333,1.6,,,Vis.
2458880.3368,1.9,,,Vis.
2458880.361,1.6,,,Vis.
2458880.36458,1.6,,,Vis.
2458880.38931,1.66,,,Vis.
2458880.409,1.7,,,Vis.
2458880.43750,1.59,,,Vis.
2458880.47222,1.5,,,Vis.
2458880.47569,1.5,,,Vis.
2458880.48611,1.66,,,Vis.
2458880.5,1.7,,,Vis.
2458880.50556,1.75,,,Vis.
2458880.50694,1.6,,,Vis.
2458880.56389,1.5,,,Vis.
2458880.59167,1.40,,,Vis.
2458880.60417,1.7,,,Vis.
2458880.71875,1.7,,,Vis.
2458881.2292,1.8,,,Vis.
2458881.249,1.6,,,Vis.
2458881.26875,1.4,,,Vis.
2458881.27083,1.5,,,Vis.
2458881.2736,1.93,,,Vis.
2458881.28194,1.6,,,Vis.
2458881.28819,1.6,,,Vis.
2458881.29028,2.0,,,Vis.
2458881.29167,1.6,,,Vis.
2458881.3,1.4,,,Vis.
2458881.30556,1.7,,,Vis.
2458881.31250,1.51,,,Vis.
2458881.32,1.3,,,Vis.
2458881.32778,1.3,,,Vis.
2458881.330,1.4,,,Vis.
2458881.355,1.7,,,Vis.
2458881.35764,1.35,,,Vis.
2458881.3694,1.7,,,Vis.
2458881.37,1.8,,,Vis.
2458881.37500,1.7,,,Vis.
2458881.41667,1.63,,,Vis.
2458881.43750,1.62,,,Vis.
2458881.43750,1.7,,,Vis.
2458881.5049,1.5,,,Vis.
2458881.5625,1.6,,,Vis.
2458881.59375,1.7,,,Vis.
2458881.59722,1.5,,,Vis.
2458881.6,1.8,,,Vis.
2458881.60417,1.65,,,Vis.
2458881.61806,1.50,,,Vis.
2458881.73125,1.5,,,Vis.
2458882.0278,1.6,,,Vis.
2458882.2201,1.7,,,Vis.
2458882.25000,1.65,,,Vis.
2458882.2569,1.6,,,Vis.
2458882.26042,1.6,,,Vis.
2458882.31667,1.6,,,Vis.
2458882.3236,1.7,,,Vis.
2458882.3403,1.5,,,Vis.
2458882.34375,1.52,,,Vis.
2458882.3736,1.6,,,Vis.
2458882.3750,1.5,,,Vis.
2458882.38194,1.6,,,Vis.
2458882.385,1.5,,,Vis.
2458882.412,1.8,,,Vis.
2458882.4167,1.5,,,Vis.
2458882.4583,1.50,,,Vis.
2458882.524,1.7,,,Vis.
2458882.53021,1.6,,,Vis.
2458882.53125,1.75,,,Vis.
2458882.5346,1.5,,,Vis.
2458882.56250,1.75,,,Vis.
2458882.57222,1.5,,,Vis.
2458882.59375,1.5,,,Vis.
2458882.60069,1.6,,,Vis.
2458882.67,1.7,,,Vis.
2458882.68750,1.6,,,Vis.
2458882.69444,1.5,,,Vis.
2458882.82500,1.6,,,Vis.
2458883.0181,1.6,,,Vis.
2458883.0681,1.6,,,Vis.
2458883.26042,1.4,,,Vis.
2458883.2667,1.7,,,Vis.
2458883.2917,1.81,,,Vis.
2458883.29375,1.5,,,Vis.
2458883.3,1.7,,,Vis.
2458883.3,1.7,,,Vis.
2458883.32292,1.66,,,Vis.
2458883.361,1.8,,,Vis.
2458883.396,1.8,,,Vis.
2458883.4,<1.7,,,Vis.
2458883.41528,1.99,,,Vis.
2458883.42,2.3,,,Vis.
2458883.4364,1.5,,,Vis.
2458883.45833,1.54,,,Vis.
2458883.47569,1.6,,,Vis.
2458883.5188,1.7,,,Vis.
2458883.54167,1.65,,,Vis.
2458883.58333,1.7,,,Vis.
2458883.59514,1.60,,,Vis.
2458883.72917,1.7,,,Vis.
2458884.0125,1.6,,,Vis.
2458884.02083,1.68,,,Vis.
2458884.17917,1.6,,,Vis.
2458884.187,1.6,,,Vis.
2458884.194,1.6,,,Vis.
2458884.222,1.6,,,Vis.
2458884.222,1.5,,,Vis.
2458884.236,1.6,,,Vis.
2458884.23611,1.7,,,Vis.
2458884.23958,1.5,,,Vis.
2458884.2431,1.4,,,Vis.
2458884.3,1.3,,,Vis.
2458884.3042,1.5,,,Vis.
2458884.30764,1.2,,,Vis.
2458884.31597,1.67,,,Vis.
2458884.32639,1.55,,,Vis.
2458884.33889,1.5,,,Vis.
2458884.343,1.6,,,Vis.
2458884.34722,1.6,,,Vis.
2458884.34722,1.5,,,Vis.
2458884.3514,1.6,,,Vis.
2458884.36280,1.59,,,Vis.
2458884.42014,1.25,,,Vis.
2458884.42708,1.5,,,Vis.
2458884.45972,1.5,,,Vis.
2458884.48958,1.4,,,Vis.
2458884.55139,1.7,,,Vis.
2458884.57847,1.60,,,Vis.
2458884.59375,1.6,,,Vis.
2458884.65625,1.7,,,Vis.
2458884.8819,1.8,,,Vis.
2458885.12500,1.5,,,Vis.
2458885.17361,1.60,,,Vis.
2458885.18194,1.75,,,Vis.
2458885.2,1.56,,,Vis.
2458885.215,1.4,,,Vis.
2458885.21667,1.6,,,Vis.
2458885.21875,1.55,,,Vis.
2458885.24444,1.5,,,Vis.
2458885.245,1.6,,,Vis.
2458885.25069,1.6,,,Vis.
2458885.27218,1.61,,,Vis.
2458885.3,1.4,,,Vis.
2458885.30556,1.66,,,Vis.
2458885.3069,1.5,,,Vis.
2458885.31,1.7,,,Vis.
2458885.31,1.6,,,Vis.
2458885.31250,1.34,,,Vis.
2458885.31250,1.55,,,Vis.
2458885.34375,1.4,,,Vis.
2458885.354,1.5,,,Vis.
2458885.3667,1.6,,,Vis.
2458885.4,1.7,,,Vis.
2458885.43958,1.5,,,Vis.
2458885.44097,1.5,,,Vis.
2458885.47917,1.65,,,Vis.
2458885.5049,1.6,,,Vis.
2458885.5465,1.5,,,Vis.
2458885.58542,1.60,,,Vis.
2458885.65278,1.6,,,Vis.
2458885.72917,1.65,,,Vis.
2458886.17361,1.60,,,Vis.
2458886.22639,1.5,,,Vis.
2458886.23611,1.6,,,Vis.
2458886.2368,1.7,,,Vis.
2458886.2458,1.7,,,Vis.
2458886.2465,1.6,,,Vis.
2458886.27,2.2,,,Vis.
2458886.27083,1.55,,,Vis.
2458886.28125,1.6,,,Vis.
2458886.285,1.5,,,Vis.
2458886.28549,1.60,,,Vis.
2458886.3,1.4,,,Vis.
2458886.3,1.5,,,Vis.
2458886.321,1.7,,,Vis.
2458886.32292,1.53,,,Vis.
2458886.35347,1.47,,,Vis.
2458886.3542,1.6,,,Vis.
2458886.388,1.4,,,Vis.
2458886.40486,1.5,,,Vis.
2458886.41667,1.5,,,Vis.
2458886.5345,1.7,,,Vis.
2458886.5736,1.5,,,Vis.
2458886.58611,1.7,,,Vis.
2458886.58681,1.60,,,Vis.
2458886.68750,1.65,,,Vis.
2458886.73958,1.7,,,Vis.
2458886.75764,1.5,,,Vis.
2458887.2,1.56,,,Vis.
2458887.21528,1.75,,,Vis.
2458887.23611,1.4,,,Vis.
2458887.23958,1.5,,,Vis.
2458887.25000,1.64,,,Vis.
2458887.25764,1.5,,,Vis.
2458887.26178,1.66,,,Vis.
2458887.277,1.7,,,Vis.
2458887.29,1.5,,,Vis.
2458887.29167,1.55,,,Vis.
2458887.29167,1.7,,,Vis.
2458887.3,1.4,,,Vis.
2458887.307,1.6,,,Vis.
2458887.312,1.5,,,Vis.
2458887.33337,1.6,,,Vis.
2458887.378,1.7,,,Vis.
2458887.46528,1.6,,,Vis.
2458887.4681,1.3,,,Vis.
2458887.47014,1.27,,,Vis.
2458887.47222,1.47,,,Vis.
2458887.57292,1.5,,,Vis.
2458887.58333,1.6,,,Vis.
2458887.6,1.7,,,Vis.
2458887.60069,1.60,,,Vis.
2458887.60833,1.75,,,Vis.
2458887.64583,1.5,,,Vis.
2458887.67206,1.6,,,Vis.
2458887.68056,1.7,,,Vis.
2458887.69097,1.7,,,Vis.
2458887.70833,1.6,,,Vis.
2458887.72639,1.5,,,Vis.
2458888.16667,1.60,,,Vis.
2458888.18,1.48,,,Vis.
2458888.187,1.6,,,Vis.
2458888.2,1.65,,,Vis.
2458888.21875,1.35,,,Vis.
2458888.220,1.7,,,Vis.
2458888.25069,1.5,,,Vis.
2458888.2534,1.6,,,Vis.
2458888.27083,1.5,,,Vis.
2458888.27431,1.27,,,Vis.
2458888.276,1.24,,,Vis.
2458888.28681,1.6,,,Vis.
2458888.3,1.7,,,Vis.
2458888.30000,1.9,,,Vis.
2458888.33333,1.6,,,Vis.
2458888.35000,1.6,,,Vis.
2458888.36111,1.65,,,Vis.
2458888.37500,1.6,,,Vis.
2458888.38720,1.59,,,Vis.
2458888.39097,1.24,,,Vis.
2458888.40278,1.83,,,Vis.
2458888.46181,1.60,,,Vis.
2458888.46875,1.5,,,Vis.
2458888.47917,1.5,,,Vis.
2458888.48623,1.6,,,Vis.
2458888.50000,1.65,,,Vis.
2458888.57778,1.5,,,Vis.
2458888.58169,1.58,,,Vis.
2458888.59375,1.6,,,Vis.
2458888.60764,1.60,,,Vis.
2458888.62500,1.6,,,Vis.
2458888.65625,1.7,,,Vis.
2458889.180,1.6,,,Vis.
2458889.18681,1.84,,,Vis.
2458889.22917,1.6,,,Vis.
2458889.23,1.5,,,Vis.
2458889.25903,1.58,,,Vis.
2458889.26,2.1,,,Vis.
2458889.29167,1.6,,,Vis.
2458889.35417,1.88,,,Vis.
2458889.4174,1.6,,,Vis.
2458889.43750,1.7,,,Vis.
2458889.45833,1.5,,,Vis.
2458889.479,1.6,,,Vis.
2458889.50347,1.9,,,Vis.
2458889.50359,1.55,,,Vis.
2458889.5410,1.5,,,Vis.
2458889.54514,1.7,,,Vis.
2458889.57,1.5,,,Vis.
2458889.6,1.8,,,Vis.
2458889.67917,1.65,,,Vis.
2458889.68056,1.6,,,Vis.
2458889.99792,1.6,,,Vis.
2458890.031,1.7,,,Vis.
2458890.180,1.6,,,Vis.
2458890.20833,1.6,,,Vis.
2458890.2306,1.5,,,Vis.
2458890.24306,1.7,,,Vis.
2458890.25000,1.7,,,Vis.
2458890.2569,1.5,,,Vis.
2458890.2708,1.6,,,Vis.
2458890.2944,1.92,,,Vis.
2458890.3,1.8,,,Vis.
2458890.3,1.4,,,Vis.
2458890.31250,1.48,,,Vis.
2458890.319,1.6,,,Vis.
2458890.34306,1.65,,,Vis.
2458890.37847,1.6,,,Vis.
2458890.41325,1.55,,,Vis.
2458890.42,2.3,,,Vis.
2458890.43,1.7,,,Vis.
2458890.5215,1.5,,,Vis.
2458890.53979,1.50,,,Vis.
2458890.54861,1.8,,,Vis.
2458890.60764,1.5,,,Vis.
2458890.63598,1.65,,,Vis.
2458890.64,1.6,,,Vis.
2458890.68750,1.65,,,Vis.
2458890.69792,1.7,,,Vis.
2458890.8757,1.6,,,Vis.
2458890.88542,1.49,,,Vis.
2458890.89236,1.48,,,Vis.
2458891.03472,1.7,,,Vis.
2458891.20833,1.5,,,Vis.
2458891.2194,1.4,,,Vis.
2458891.226,1.6,,,Vis.
2458891.25,1.64,,,Vis.
2458891.25000,1.64,,,Vis.
2458891.25694,1.45,,,Vis.
2458891.25764,1.40,,,Vis.
2458891.27042,1.60,,,Vis.
2458891.279,1.6,,,Vis.
2458891.29167,1.6,,,Vis.
2458891.29375,1.4,,,Vis.
2458891.3,1.9,,,Vis.
2458891.30556,1.48,,,Vis.
2458891.31944,1.6,,,Vis.
2458891.324,1.7,,,Vis.
2458891.3604,1.6,,,Vis.
2458891.4,1.6,,,Vis.
2458891.4,1.4,,,Vis.
2458891.41667,1.67,,,Vis.
2458891.5181,1.4,,,Vis.
2458891.5194,1.4,,,Vis.
2458891.5319,1.5,,,Vis.
2458891.53681,1.8,,,Vis.
2458891.57708,1.5,,,Vis.
2458891.5895,1.7,,,Vis.
2458891.59028,2.00,,,Vis.
2458891.59444,1.45,,,Vis.
2458891.60,1.6,,,Vis.
2458891.63542,1.6,,,Vis.
2458891.67292,1.8,,,Vis.
2458891.71181,1.7,,,Vis.
2458892.2,1.52,,,Vis.
2458892.2292,1.80,,,Vis.
2458892.25,1.7,,,Vis.
2458892.2528,1.5,,,Vis.
2458892.26042,1.6,,,Vis.
2458892.2778,1.7,,,Vis.
2458892.3,1.4,,,Vis.
2458892.313,1.6,,,Vis.
2458892.31875,1.8,,,Vis.
2458892.31944,1.55,,,Vis.
2458892.32292,1.37,,,Vis.
2458892.330,1.4,,,Vis.
2458892.3611,1.6,,,Vis.
2458892.39028,1.7,,,Vis.
2458892.4,1.8,,,Vis.
2458892.41667,1.5,,,Vis.
2458892.4208,1.5,,,Vis.
2458892.43750,1.5,,,Vis.
2458892.45694,1.2,,,Vis.
2458892.4750,1.4,,,Vis.
2458892.5,1.9,,,Vis.
2458892.5444,1.5,,,Vis.
2458892.54514,1.8,,,Vis.
2458892.54653,1.40,,,Vis.
2458892.55972,1.6,,,Vis.
2458892.56250,1.6,,,Vis.
2458892.56944,1.6,,,Vis.
2458892.58403,1.60,,,Vis.
2458892.59097,1.65,,,Vis.
2458892.6,1.7,,,Vis.
2458892.61,1.6,,,Vis.
2458892.71528,1.6,,,Vis.
2458892.9924,1.6,,,Vis.
2458893.1472,1.9,,,Vis.
2458893.21667,1.45,,,Vis.
2458893.23264,1.5,,,Vis.
2458893.25000,1.6,,,Vis.
2458893.26,1.6,,,Vis.
2458893.27778,1.6,,,Vis.
2458893.28,2.5,,,Vis.
2458893.317,1.9,,,Vis.
2458893.3368,1.5,,,Vis.
2458893.35417,1.6,,,Vis.
2458893.40278,1.5,,,Vis.
2458893.413,1.4,,,Vis.
2458893.43194,2.17,,,Vis.
2458893.472,1.8,,,Vis.
2458893.52083,1.55,,,Vis.
2458893.52995,1.50,,,Vis.
2458893.5375,1.3,,,Vis.
2458893.56250,1.6,,,Vis.
2458893.59,1.6,,,Vis.
2458893.59558,1.4,,,Vis.
2458893.59792,1.9,,,Vis.
2458893.60556,1.5,,,Vis.
2458893.606,1.7,,,Vis.
2458893.6172,1.6,,,Vis.
2458893.64653,1.7,,,Vis.
2458893.66319,1.7,,,Vis.
2458893.71875,1.7,,,Vis.
2458894.180,1.7,,,Vis.
2458894.187,1.6,,,Vis.
2458894.20833,1.5,,,Vis.
2458894.24167,1.5,,,Vis.
2458894.2465,1.6,,,Vis.
2458894.25000,1.45,,,Vis.
2458894.26389,1.84,,,Vis.
2458894.29861,1.6,,,Vis.
2458894.3,1.4,,,Vis.
2458894.30208,1.67,,,Vis.
2458894.30556,1.6,,,Vis.
2458894.3104,1.6,,,Vis.
2458894.35417,1.65,,,Vis.
2458894.35417,1.7,,,Vis.
2458894.35417,1.6,,,Vis.
2458894.37,1.8,,,Vis.
2458894.37431,1.9,,,Vis.
2458894.37500,1.31,,,Vis.
2458894.39028,1.29,,,Vis.
2458894.4,1.8,,,Vis.
2458894.43750,1.5,,,Vis.
2458894.46181,1.6,,,Vis.
2458894.4694,1.9,,,Vis.
2458894.48021,1.9,,,Vis.
2458894.48264,1.8,,,Vis.
2458894.4868,1.5,,,Vis.
2458894.5,1.7,,,Vis.
2458894.50000,1.9,,,Vis.
2458894.5042,1.4,,,Vis.
2458894.51042,1.6,,,Vis.
2458894.51042,1.5,,,Vis.
2458894.51042,1.8,,,Vis.
2458894.52083,1.75,,,Vis.
2458894.54583,1.7,,,Vis.
2458894.5514,1.5,,,Vis.
2458894.5556,1.54,,,Vis.
2458894.56,1.6,,,Vis.
2458894.58125,1.7,,,Vis.
2458894.58681,1.60,,,Vis.
2458894.59514,1.6,,,Vis.
2458894.60417,1.4,,,Vis.
2458894.60417,1.65,,,Vis.
2458894.61458,1.7,,,Vis.
2458894.61806,1.5,,,Vis.
2458894.63750,1.7,,,Vis.
2458894.64306,1.5,,,Vis.
2458894.64306,1.6,,,Vis.
2458894.64583,1.65,,,Vis.
2458894.66667,2.0,,,Vis.
2458894.68750,1.7,,,Vis.
2458894.70833,1.7,,,Vis.
2458894.75486,1.6,,,Vis.
2458894.78456,1.6,,,Vis.
2458895.201,1.7,,,Vis.
2458895.208,1.7,,,Vis.
2458895.20833,1.5,,,Vis.
2458895.20833,1.78,,,Vis.
2458895.229,1.5,,,Vis.
2458895.2347,1.4,,,Vis.
2458895.23958,1.7,,,Vis.
2458895.2417,1.9,,,Vis.
2458895.24306,1.39,,,Vis.
2458895.26042,1.7,,,Vis.
2458895.27083,1.50,,,Vis.
2458895.29167,1.4,,,Vis.
2458895.3,1.4,,,Vis.
2458895.31250,1.5,,,Vis.
2458895.33194,1.4,,,Vis.
2458895.3423,1.5,,,Vis.
2458895.385,1.8,,,Vis.
2458895.396,1.7,,,Vis.
2458895.41667,1.5,,,Vis.
2458895.43750,1.5,,,Vis.
2458895.5,1.2,,,Vis.
2458895.5,1.7,,,Vis.
2458895.52000,1.6,,,Vis.
2458895.5396,1.4,,,Vis.
2458895.54167,1.4,,,Vis.
2458895.54167,1.6,,,Vis.
2458895.5500,1.6,,,Vis.
2458895.55245,1.40,,,Vis.
2458895.564,1.55,,,Vis.
2458895.56597,1.7,,,Vis.
2458895.58333,1.47,,,Vis.
2458895.58455,1.40,,,Vis.
2458895.60,1.6,,,Vis.
2458895.60208,1.7,,,Vis.
2458895.62292,1.6,,,Vis.
2458895.6722,1.6,,,Vis.
2458895.75000,1.5,,,Vis.
2458895.95208,1.5,,,Vis.
2458895.9542,1.6,,,Vis.
2458896.215,1.7,,,Vis.
2458896.23681,1.6,,,Vis.
2458896.25139,1.5,,,Vis.
2458896.29167,1.5,,,Vis.
2458896.29514,1.6,,,Vis.
2458896.3,1.4,,,Vis.
2458896.33333,1.6,,,Vis.
2458896.3424,1.9,,,Vis.
2458896.35,2.1,,,Vis.
2458896.35764,1.4,,,Vis.
2458896.4931,1.56,,,Vis.
2458896.51319,1.75,,,Vis.
2458896.54167,1.4,,,Vis.
2458896.54167,1.6,,,Vis.
2458896.54167,1.6,,,Vis.
2458896.56875,1.6,,,Vis.
2458896.59375,1.6,,,Vis.
2458896.60069,1.70,,,Vis.
2458896.62292,1.6,,,Vis.
2458896.63542,1.7,,,Vis.
2458896.66,1.5,,,Vis.
2458896.67569,1.8,,,Vis.
2458896.9563,1.6,,,Vis.
2458897.2,1.52,,,Vis.
2458897.26944,1.6,,,Vis.
2458897.27778,1.6,,,Vis.
2458897.27778,1.7,,,Vis.
2458897.28750,1.5,,,Vis.
2458897.29167,1.64,,,Vis.
2458897.3,1.6,,,Vis.
2458897.3,1.8,,,Vis.
2458897.3090,1.5,,,Vis.
2458897.31597,1.85,,,Vis.
2458897.32292,1.5,,,Vis.
2458897.32639,1.7,,,Vis.
2458897.32758,1.7,,,Vis.
2458897.3389,1.6,,,Vis.
2458897.34,1.5,,,Vis.
2458897.3416,1.57,,,Vis.
2458897.3417,1.4,,,Vis.
2458897.345,1.7,,,Vis.
2458897.381,1.7,,,Vis.
2458897.38681,1.58,,,Vis.
2458897.3944,1.6,,,Vis.
2458897.403,1.5,,,Vis.
2458897.43,1.6,,,Vis.
2458897.43750,1.6,,,Vis.
2458897.46528,1.5,,,Vis.
2458897.489,1.6,,,Vis.
2458897.49167,1.6,,,Vis.
2458897.4931,1.56,,,Vis.
2458897.5,1.6,,,Vis.
2458897.51042,1.7,,,Vis.
2458897.52083,1.68,,,Vis.
2458897.52905,1.6,,,Vis.
2458897.54167,1.7,,,Vis.
2458897.578,1.6,,,Vis.
2458897.58,1.5,,,Vis.
2458897.59583,1.6,,,Vis.
2458897.65098,1.63,,,Vis.
2458897.68125,1.7,,,Vis.
2458897.8750,1.6,,,Vis.
2458898.19306,1.5,,,Vis.
2458898.208,1.7,,,Vis.
2458898.246,1.5,,,Vis.
2458898.2486,1.4,,,Vis.
2458898.2639,1.6,,,Vis.
2458898.3,1.6,,,Vis.
2458898.3,1.4,,,Vis.
2458898.3,1.52,,,Vis.
2458898.3090,1.81,,,Vis.
2458898.3125,1.6,,,Vis.
2458898.31250,1.7,,,Vis.
2458898.32292,1.37,,,Vis.
2458898.338,1.8,,,Vis.
2458898.34375,1.63,,,Vis.
2458898.363,1.8,,,Vis.
2458898.36424,1.6,,,Vis.
2458898.37153,1.86,,,Vis.
2458898.37500,1.4,,,Vis.
2458898.3819,1.6,,,Vis.
2458898.39,1.4,,,Vis.
2458898.3917,1.8,,,Vis.
2458898.397,1.6,,,Vis.
2458898.4063,1.5,,,Vis.
2458898.4070,1.6,,,Vis.
2458898.415,1.7,,,Vis.
2458898.42500,1.4,,,Vis.
2458898.43750,1.61,,,Vis.
2458898.448,1.8,,,Vis.
2458898.45434,1.6,,,Vis.
2458898.45833,1.65,,,Vis.
2458898.48958,1.53,,,Vis.
2458898.50000,1.5,,,Vis.
2458898.52778,1.75,,,Vis.
2458898.53125,1.6,,,Vis.
2458898.54167,1.5,,,Vis.
2458898.54271,1.40,,,Vis.
2458898.57153,1.7,,,Vis.
2458898.58194,1.8,,,Vis.
2458898.61458,1.5,,,Vis.
2458898.62292,1.7,,,Vis.
2458898.64236,1.65,,,Vis.
