JD,Magnitude,Uncertainty,HQuncertainty,Band
2458849.61250,1.6,,,Vis.
2458849.64583,1.3,,,Vis.
2458849.66667,1.4,,,Vis.
2458849.66667,1.4,,,Vis.
2458849.668,1.4,,,Vis.
2458849.68472,0.9,,,Vis.
2458849.74028,1.2,,,Vis.
2458849.84028,1.8,,,Vis.
2458849.9944,1.4,,,Vis.
2458850.15903,1.46,,,Vis.
2458850.2132,1.4,,,Vis.
2458850.22153,1.35,,,Vis.
2458850.225,1.4,,,Vis.
2458850.22639,1.32,,,Vis.
2458850.2500,1.4,,,Vis.
2458850.26736,1.4,,,Vis.
2458850.284,1.3,,,Vis.
2458850.29,1.3,,,Vis.
2458850.29167,1.2,,,Vis.
2458850.2979,1.4,,,Vis.
2458850.3,1.1,,,Vis.
2458850.32153,1.3,,,Vis.
2458850.33,1.5,,,Vis.
2458850.33333,1.4,,,Vis.
2458850.36111,1.21,,,Vis.
2458850.37500,1.3,,,Vis.
2458850.37500,1.23,,,Vis.
2458850.38542,1.3,,,Vis.
2458850.38889,1.4,,,Vis.
2458850.4,1.5,,,Vis.
2458850.42708,1.35,,,Vis.
2458850.4972,1.6,,,Vis.
2458850.53125,1.2,,,Vis.
2458850.54167,1.2,,,Vis.
2458850.56597,1.4,,,Vis.
2458850.568,1.3,,,Vis.
2458850.61806,2.0,,,Vis.
2458850.62500,1.2,,,Vis.
2458850.64583,1.5,,,Vis.
2458850.6493,1.5,,,Vis.
2458850.67361,1.5,,,Vis.
2458850.674,1.4,,,Vis.
2458850.84514,1.6,,,Vis.
2458851.1792,1.5,,,Vis.
2458851.2361,1.4,,,Vis.
2458851.27778,1.4,,,Vis.
2458851.29444,1.2,,,Vis.
2458851.3,1.36,,,Vis.
2458851.3263,1.2,,,Vis.
2458851.34375,1.4,,,Vis.
2458851.37153,1.44,,,Vis.
2458851.37500,1.3,,,Vis.
2458851.38819,1.3,,,Vis.
2458851.4042,1.1,,,Vis.
2458851.40694,1.37,,,Vis.
2458851.46875,1.7,,,Vis.
2458851.47569,1.8,,,Vis.
2458851.47569,1.6,,,Vis.
2458851.5868,1.3,,,Vis.
2458851.6,1.47,,,Vis.
2458851.62500,1.4,,,Vis.
2458851.65972,1.5,,,Vis.
2458851.67014,1.5,,,Vis.
2458851.67014,1.22,,,Vis.
2458851.97569,1.1,,,Vis.
2458852.20000,1.4,,,Vis.
2458852.24583,1.15,,,Vis.
2458852.25208,1.23,,,Vis.
2458852.25833,1.26,,,Vis.
2458852.27847,1.2,,,Vis.
2458852.28472,1.42,,,Vis.
2458852.29167,1.35,,,Vis.
2458852.3,1.4,,,Vis.
2458852.313,1.3,,,Vis.
2458852.31458,1.22,,,Vis.
2458852.31678,1.3,,,Vis.
2458852.33403,1.4,,,Vis.
2458852.3833,1.3,,,Vis.
2458852.3889,1.4,,,Vis.
2458852.4,1.5,,,Vis.
2458852.4097,1.3,,,Vis.
2458852.41667,1.39,,,Vis.
2458852.42361,1.4,,,Vis.
2458852.42431,1.35,,,Vis.
2458852.44028,1.4,,,Vis.
2458852.45486,1.3,,,Vis.
2458852.5,1.2,,,Vis.
2458852.65694,1.2,,,Vis.
2458852.72917,1.8,,,Vis.
2458852.72917,1.5,,,Vis.
2458852.76166,1.5,,,Vis.
2458852.80903,1.5,,,Vis.
2458852.92014,1.38,,,Vis.
2458853.20833,1.4,,,Vis.
2458853.25486,1.5,,,Vis.
2458853.2792,1.4,,,Vis.
2458853.3,1.6,,,Vis.
2458853.3,1.1,,,Vis.
2458853.32292,1.4,,,Vis.
2458853.333,1.4,,,Vis.
2458853.3437,1.3,,,Vis.
2458853.36458,1.35,,,Vis.
2458853.3750,1.3,,,Vis.
2458853.3833,1.5,,,Vis.
2458853.40694,1.4,,,Vis.
2458853.43750,1.3,,,Vis.
2458853.43750,1.5,,,Vis.
2458853.46181,1.4,,,Vis.
2458853.4653,1.5,,,Vis.
2458853.50694,1.6,,,Vis.
2458853.51736,1.4,,,Vis.
2458853.54167,1.4,,,Vis.
2458853.55208,1.4,,,Vis.
2458853.55556,1.4,,,Vis.
2458853.55903,1.5,,,Vis.
2458853.56458,1.3,,,Vis.
2458853.58403,1.6,,,Vis.
2458853.59375,1.3,,,Vis.
2458853.64236,1.5,,,Vis.
2458853.64583,1.6,,,Vis.
2458853.67153,1.3,,,Vis.
2458853.7,1.4,,,Vis.
2458854.2180,1.4,,,Vis.
2458854.22708,1.4,,,Vis.
2458854.25,1.4,,,Vis.
2458854.25139,1.20,,,Vis.
2458854.270,1.45,,,Vis.
2458854.28194,1.4,,,Vis.
2458854.30,1.4,,,Vis.
2458854.30556,1.4,,,Vis.
2458854.31,1.4,,,Vis.
2458854.3215,1.4,,,Vis.
2458854.33333,1.4,,,Vis.
2458854.3395,1.3,,,Vis.
2458854.35289,1.5,,,Vis.
2458854.37,1.5,,,Vis.
2458854.38542,1.38,,,Vis.
2458854.40,1.4,,,Vis.
2458854.41667,1.4,,,Vis.
2458854.43194,1.6,,,Vis.
2458854.45764,1.5,,,Vis.
2458854.46528,1.4,,,Vis.
2458854.47639,1.5,,,Vis.
2458854.482,1.4,,,Vis.
2458854.5,1.3,,,Vis.
2458854.52083,1.6,,,Vis.
2458854.55029,1.4,,,Vis.
2458854.558,1.1,,,Vis.
2458854.5924,1.4,,,Vis.
2458854.5958,1.5,,,Vis.
2458854.5958,1.2,,,Vis.
2458854.60347,1.5,,,Vis.
2458854.635,1.4,,,Vis.
2458854.66667,1.35,,,Vis.
2458854.70000,1.6,,,Vis.
2458854.70486,1.3,,,Vis.
2458854.70833,1.7,,,Vis.
2458854.97778,1.4,,,Vis.
2458855.29167,1.35,,,Vis.
2458855.29514,1.4,,,Vis.
2458855.30556,1.5,,,Vis.
2458855.31250,1.5,,,Vis.
2458855.3188,1.4,,,Vis.
2458855.319,1.2,,,Vis.
2458855.32847,1.1,,,Vis.
2458855.33738,1.4,,,Vis.
2458855.34115,1.4,,,Vis.
2458855.3506,1.53,,,Vis.
2458855.353,1.14,,,Vis.
2458855.375,1.4,,,Vis.
2458855.38264,1.26,,,Vis.
2458855.38542,1.36,,,Vis.
2458855.396,1.3,,,Vis.
2458855.47222,1.4,,,Vis.
2458855.47917,1.1,,,Vis.
2458855.48264,1.4,,,Vis.
2458855.486,1.4,,,Vis.
2458855.50000,1.3,,,Vis.
2458855.5188,1.4,,,Vis.
2458855.52744,1.5,,,Vis.
2458855.53472,1.3,,,Vis.
2458855.54167,1.1,,,Vis.
2458855.54514,1.35,,,Vis.
2458855.57292,1.5,,,Vis.
2458855.57986,2.0,,,Vis.
2458855.58542,1.4,,,Vis.
2458855.58681,1.4,,,Vis.
2458855.6,1.5,,,Vis.
2458855.61111,1.4,,,Vis.
2458855.70694,1.6,,,Vis.
2458855.7360,1.5,,,Vis.
2458855.90972,1.35,,,Vis.
2458855.91319,1.41,,,Vis.
2458856.00972,1.4,,,Vis.
2458856.1625,1.4,,,Vis.
2458856.2,1.52,,,Vis.
2458856.22222,1.3,,,Vis.
2458856.23611,1.27,,,Vis.
2458856.27361,2.1,,,Vis.
2458856.2993,1.4,,,Vis.
2458856.3,1.5,,,Vis.
2458856.31,1.5,,,Vis.
2458856.31,1.5,,,Vis.
2458856.31250,1.43,,,Vis.
2458856.31806,1.31,,,Vis.
2458856.31875,1.4,,,Vis.
2458856.37500,1.7,,,Vis.
2458856.43750,1.4,,,Vis.
2458856.456,1.4,,,Vis.
2458856.53889,1.4,,,Vis.
2458856.54167,1.5,,,Vis.
2458856.55167,1.2,,,Vis.
2458856.56458,1.3,,,Vis.
2458856.57292,1.5,,,Vis.
2458856.57292,1.4,,,Vis.
2458856.61042,1.6,,,Vis.
2458856.64653,1.4,,,Vis.
2458856.76736,1.5,,,Vis.
2458856.78264,1.4,,,Vis.
2458856.79167,1.7,,,Vis.
2458856.9556,1.4,,,Vis.
2458857.25000,1.4,,,Vis.
2458857.26806,1.3,,,Vis.
2458857.29722,1.4,,,Vis.
2458857.30208,1.35,,,Vis.
2458857.3361,1.4,,,Vis.
2458857.35417,1.4,,,Vis.
2458857.36111,1.1,,,Vis.
2458857.37500,1.21,,,Vis.
2458857.4,1.4,,,Vis.
2458857.41319,1.26,,,Vis.
2458857.43819,1.4,,,Vis.
2458857.47014,1.46,,,Vis.
2458857.4757,1.3,,,Vis.
2458857.54167,1.5,,,Vis.
2458857.55167,1.2,,,Vis.
2458857.57361,1.6,,,Vis.
2458857.57639,1.3,,,Vis.
2458857.5764,1.3,,,Vis.
2458857.58333,1.3,,,Vis.
2458857.63542,1.6,,,Vis.
2458857.7,1.8,,,Vis.
2458857.79167,1.8,,,Vis.
2458857.79444,1.6,,,Vis.
2458858.3,1.3,,,Vis.
2458858.30208,1.4,,,Vis.
2458858.3111,1.4,,,Vis.
2458858.35417,1.45,,,Vis.
2458858.3646,1.6,,,Vis.
2458858.38333,1.26,,,Vis.
2458858.39236,<1.6,,,Vis.
2458858.39583,1.41,,,Vis.
2458858.40625,1.4,,,Vis.
2458858.42431,1.84,,,Vis.
2458858.46875,1.2,,,Vis.
2458858.47431,1.6,,,Vis.
2458858.48958,1.5,,,Vis.
2458858.5,1.5,,,Vis.
2458858.5313,1.4,,,Vis.
2458858.54167,1.35,,,Vis.
2458858.58125,1.50,,,Vis.
2458858.60625,1.4,,,Vis.
2458858.70625,1.5,,,Vis.
2458858.70833,1.6,,,Vis.
2458859.2,1.56,,,Vis.
2458859.24306,1.5,,,Vis.
2458859.25000,1.4,,,Vis.
2458859.25764,1.3,,,Vis.
2458859.26042,1.5,,,Vis.
2458859.26181,1.15,,,Vis.
2458859.2722,1.73,,,Vis.
2458859.28611,1.5,,,Vis.
2458859.29514,1.5,,,Vis.
2458859.3,1.4,,,Vis.
2458859.3,1.5,,,Vis.
2458859.3000,1.5,,,Vis.
2458859.32292,1.5,,,Vis.
2458859.337,1.14,,,Vis.
2458859.36250,1.27,,,Vis.
2458859.3646,1.4,,,Vis.
2458859.36806,1.4,,,Vis.
2458859.380,1.1,,,Vis.
2458859.38542,1.5,,,Vis.
2458859.40000,1.4,,,Vis.
2458859.40625,1.45,,,Vis.
2458859.46875,1.2,,,Vis.
2458859.4708,1.4,,,Vis.
2458859.47222,1.35,,,Vis.
2458859.49306,1.5,,,Vis.
2458859.60000,1.50,,,Vis.
2458859.60903,1.4,,,Vis.
2458859.66389,1.4,,,Vis.
2458859.69028,1.5,,,Vis.
2458859.70833,1.5,,,Vis.
2458860.18750,1.4,,,Vis.
2458860.1972,1.4,,,Vis.
2458860.22917,1.4,,,Vis.
2458860.25,1.4,,,Vis.
2458860.25,1.4,,,Vis.
2458860.25347,1.50,,,Vis.
2458860.27083,1.4,,,Vis.
2458860.28125,1.34,,,Vis.
2458860.3,1.4,,,Vis.
2458860.31944,1.4,,,Vis.
2458860.3520,1.46,,,Vis.
2458860.354,1.14,,,Vis.
2458860.35417,1.43,,,Vis.
2458860.3600,1.4,,,Vis.
2458860.364,1.5,,,Vis.
2458860.37500,1.28,,,Vis.
2458860.37847,1.2,,,Vis.
2458860.380,1.2,,,Vis.
2458860.40069,1.6,,,Vis.
2458860.40972,1.27,,,Vis.
2458860.46597,1.4,,,Vis.
2458860.47,1.4,,,Vis.
2458860.47153,1.45,,,Vis.
2458860.48,1.5,,,Vis.
2458860.4910,1.3,,,Vis.
2458860.50000,1.4,,,Vis.
2458860.52083,1.6,,,Vis.
2458860.52865,1.6,,,Vis.
2458860.54514,1.5,,,Vis.
2458860.56597,1.4,,,Vis.
2458860.56944,1.5,,,Vis.
2458860.595,1.5,,,Vis.
2458860.60417,1.50,,,Vis.
2458860.61458,1.5,,,Vis.
2458860.62361,1.45,,,Vis.
2458860.73611,1.3,,,Vis.
2458860.75,1.5,,,Vis.
2458860.78819,1.2,,,Vis.
2458861.0021,1.4,,,Vis.
2458861.2222,1.7,,,Vis.
2458861.22431,1.5,,,Vis.
2458861.24653,1.4,,,Vis.
2458861.25417,1.4,,,Vis.
2458861.25694,1.5,,,Vis.
2458861.28125,1.4,,,Vis.
2458861.29444,1.4,,,Vis.
2458861.3,1.4,,,Vis.
2458861.31,1.5,,,Vis.
2458861.31,1.4,,,Vis.
2458861.31597,1.4,,,Vis.
2458861.319,1.6,,,Vis.
2458861.33125,1.55,,,Vis.
2458861.3451,1.4,,,Vis.
2458861.36806,1.5,,,Vis.
2458861.3722,1.46,,,Vis.
2458861.37500,1.43,,,Vis.
2458861.38194,1.5,,,Vis.
2458861.38194,1.5,,,Vis.
2458861.38889,1.4,,,Vis.
2458861.4069,1.4,,,Vis.
2458861.41944,1.6,,,Vis.
2458861.42014,1.4,,,Vis.
2458861.476,1.4,,,Vis.
2458861.47917,1.4,,,Vis.
2458861.48264,1.3,,,Vis.
2458861.5,1.5,,,Vis.
2458861.5395,1.5,,,Vis.
2458861.55069,1.3,,,Vis.
2458861.56597,1.50,,,Vis.
2458861.58264,<1.8,,,Vis.
2458861.58634,1.5,,,Vis.
2458861.58958,1.4,,,Vis.
2458861.60069,1.50,,,Vis.
2458861.60556,1.45,,,Vis.
2458861.6820,1.55,,,Vis.
2458861.68750,1.5,,,Vis.
2458862.0313,1.4,,,Vis.
2458862.14583,1.2,,,Vis.
2458862.1944,1.4,,,Vis.
2458862.21389,1.6,,,Vis.
2458862.23958,1.7,,,Vis.
2458862.26042,1.40,,,Vis.
2458862.3,1.7,,,Vis.
2458862.3,1.4,,,Vis.
2458862.31597,1.4,,,Vis.
2458862.33542,1.50,,,Vis.
2458862.35417,1.6,,,Vis.
2458862.358,1.6,,,Vis.
2458862.38194,1.43,,,Vis.
2458862.3993,1.4,,,Vis.
2458862.40625,1.5,,,Vis.
2458862.4167,1.5,,,Vis.
2458862.458,1.3,,,Vis.
2458862.45833,1.2,,,Vis.
2458862.46597,1.3,,,Vis.
2458862.4792,1.4,,,Vis.
2458862.50278,1.3,,,Vis.
2458862.54167,1.7,,,Vis.
2458862.59514,1.45,,,Vis.
2458862.70486,1.1,,,Vis.
2458862.72292,1.8,,,Vis.
2458862.72569,1.6,,,Vis.
2458863.0306,1.4,,,Vis.
2458863.22222,<1.6,,,Vis.
2458863.26042,1.47,,,Vis.
2458863.29514,1.5,,,Vis.
2458863.3,1.6,,,Vis.
2458863.32292,1.4,,,Vis.
2458863.3400,1.3,,,Vis.
2458863.39583,1.28,,,Vis.
2458863.42639,1.6,,,Vis.
2458863.44444,1.5,,,Vis.
2458863.45833,1.4,,,Vis.
2458863.4778,1.3,,,Vis.
2458863.47986,1.6,,,Vis.
2458863.52986,1.5,,,Vis.
2458863.58681,1.5,,,Vis.
2458863.587,1.3,,,Vis.
2458863.6,1.5,,,Vis.
2458863.60486,1.6,,,Vis.
2458863.60764,1.4,,,Vis.
2458863.61528,1.4,,,Vis.
2458863.68056,1.5,,,Vis.
2458863.75764,1.5,,,Vis.
2458863.83333,1.3,,,Vis.
2458863.89444,1.5,,,Vis.
2458864.06250,1.5,,,Vis.
2458864.08681,1.35,,,Vis.
2458864.16667,1.6,,,Vis.
2458864.1917,1.4,,,Vis.
2458864.2139,1.7,,,Vis.
2458864.2278,1.4,,,Vis.
2458864.22917,1.4,,,Vis.
2458864.25486,1.5,,,Vis.
2458864.27569,1.4,,,Vis.
2458864.293,1.4,,,Vis.
2458864.3,1.6,,,Vis.
2458864.300,1.6,,,Vis.
2458864.3000,1.4,,,Vis.
2458864.3229,1.3,,,Vis.
2458864.32639,1.5,,,Vis.
2458864.32639,1.4,,,Vis.
2458864.32639,1.64,,,Vis.
2458864.32986,1.5,,,Vis.
2458864.33333,1.46,,,Vis.
2458864.35903,1.3,,,Vis.
2458864.3611,1.35,,,Vis.
2458864.36458,1.5,,,Vis.
2458864.3694,1.4,,,Vis.
2458864.37153,1.5,,,Vis.
2458864.388,1.7,,,Vis.
2458864.399,1.7,,,Vis.
2458864.39931,1.4,,,Vis.
2458864.4,1.5,,,Vis.
2458864.404,1.24,,,Vis.
2458864.4208,1.4,,,Vis.
2458864.42500,1.26,,,Vis.
2458864.4722,1.6,,,Vis.
2458864.49306,1.5,,,Vis.
2458864.52431,1.5,,,Vis.
2458864.556,1.7,,,Vis.
2458864.55818,1.5,,,Vis.
2458864.58403,1.5,,,Vis.
2458864.66250,1.5,,,Vis.
2458864.75000,1.6,,,Vis.
2458864.7604,1.8,,,Vis.
2458865.07986,1.30,,,Vis.
2458865.166,1.3,,,Vis.
2458865.187,1.3,,,Vis.
2458865.2,1.44,,,Vis.
2458865.208,1.3,,,Vis.
2458865.208,1.3,,,Vis.
2458865.2181,1.5,,,Vis.
2458865.25000,1.45,,,Vis.
2458865.25208,1.5,,,Vis.
2458865.260,1.5,,,Vis.
2458865.27083,1.5,,,Vis.
2458865.27847,<1.3,,,Vis.
2458865.2806,1.73,,,Vis.
2458865.290,1.2,,,Vis.
2458865.2938,1.7,,,Vis.
2458865.3,1.6,,,Vis.
2458865.3,1.4,,,Vis.
2458865.308,1.9,,,Vis.
2458865.31,1.6,,,Vis.
2458865.313,1.14,,,Vis.
2458865.326,1.3,,,Vis.
2458865.3264,1.4,,,Vis.
2458865.33,1.4,,,Vis.
2458865.3319,1.47,,,Vis.
2458865.33715,1.4,,,Vis.
2458865.35764,1.30,,,Vis.
2458865.36250,1.4,,,Vis.
2458865.36389,1.2,,,Vis.
2458865.3743,1.4,,,Vis.
2458865.381,1.7,,,Vis.
2458865.38542,1.43,,,Vis.
2458865.390,1.6,,,Vis.
2458865.4,1.6,,,Vis.
2458865.40,1.6,,,Vis.
2458865.425,1.5,,,Vis.
2458865.46875,1.55,,,Vis.
2458865.5,1.8,,,Vis.
2458865.52431,1.4,,,Vis.
2458865.545,1.3,,,Vis.
2458865.63194,1.7,,,Vis.
2458865.64583,1.3,,,Vis.
2458865.64861,1.6,,,Vis.
2458865.65833,1.4,,,Vis.
2458865.693,1.5,,,Vis.
2458865.85069,1.8,,,Vis.
2458866.15556,0.5,,,Vis.
2458866.2,1.44,,,Vis.
2458866.216,1.5,,,Vis.
2458866.22014,1.45,,,Vis.
2458866.24861,1.4,,,Vis.
2458866.25347,1.6,,,Vis.
2458866.27431,1.35,,,Vis.
2458866.29028,1.4,,,Vis.
2458866.2986,1.4,,,Vis.
2458866.3,1.4,,,Vis.
2458866.3,1.6,,,Vis.
2458866.30208,1.50,,,Vis.
2458866.30556,1.52,,,Vis.
2458866.3125,1.4,,,Vis.
2458866.354,1.6,,,Vis.
2458866.35764,1.29,,,Vis.
2458866.3771,1.5,,,Vis.
2458866.40069,1.4,,,Vis.
2458866.40625,1.5,,,Vis.
2458866.47,1.7,,,Vis.
2458866.482,1.4,,,Vis.
2458866.49653,1.7,,,Vis.
2458866.5,1.6,,,Vis.
2458866.53699,1.5,,,Vis.
2458866.54167,1.3,,,Vis.
2458866.56458,1.50,,,Vis.
2458866.60417,1.6,,,Vis.
2458866.61458,1.6,,,Vis.
2458866.71667,1.6,,,Vis.
2458866.73611,1.9,,,Vis.
2458866.75000,1.2,,,Vis.
2458866.76528,1.4,,,Vis.
2458866.78750,1.5,,,Vis.
2458866.82639,1.9,,,Vis.
2458866.85069,1.9,,,Vis.
2458866.91319,1.48,,,Vis.
2458867.03356,1.4,,,Vis.
2458867.2,1.44,,,Vis.
2458867.22222,1.3,,,Vis.
2458867.2792,1.5,,,Vis.
2458867.3,1.5,,,Vis.
2458867.3,1.5,,,Vis.
2458867.31250,1.44,,,Vis.
2458867.33333,1.5,,,Vis.
2458867.3507,1.5,,,Vis.
2458867.3604,1.6,,,Vis.
2458867.37500,1.5,,,Vis.
2458867.38542,1.5,,,Vis.
2458867.3993,1.4,,,Vis.
2458867.4,1.6,,,Vis.
2458867.4,1.5,,,Vis.
2458867.4083,1.5,,,Vis.
2458867.409,1.8,,,Vis.
2458867.41667,1.4,,,Vis.
2458867.43750,1.2,,,Vis.
2458867.4410,1.4,,,Vis.
2458867.45486,1.6,,,Vis.
2458867.47917,1.2,,,Vis.
2458867.54097,1.5,,,Vis.
2458867.54514,1.4,,,Vis.
2458867.55208,1.2,,,Vis.
2458867.57778,1.5,,,Vis.
2458867.58333,1.6,,,Vis.
2458867.64097,2.0,,,Vis.
2458867.68819,1.50,,,Vis.
2458867.68819,1.65,,,Vis.
2458867.70833,1.7,,,Vis.
2458867.95833,1.48,,,Vis.
2458868.173,1.4,,,Vis.
2458868.1896,1.6,,,Vis.
2458868.2,1.6,,,Vis.
2458868.2062,1.6,,,Vis.
2458868.2292,1.5,,,Vis.
2458868.243,1.7,,,Vis.
2458868.25,1.5,,,Vis.
2458868.26042,1.4,,,Vis.
2458868.28472,1.6,,,Vis.
2458868.2882,1.4,,,Vis.
2458868.29514,1.5,,,Vis.
2458868.3,2.10,,,Vis.
2458868.3,1.5,,,Vis.
2458868.3,1.4,,,Vis.
2458868.30972,1.5,,,Vis.
2458868.33958,1.45,,,Vis.
2458868.34,1.5,,,Vis.
2458868.35600,1.4,,,Vis.
2458868.3576,1.4,,,Vis.
2458868.396,1.6,,,Vis.
2458868.43750,1.5,,,Vis.
2458868.44792,1.4,,,Vis.
2458868.45139,1.4,,,Vis.
2458868.4583,1.5,,,Vis.
2458868.48958,1.4,,,Vis.
2458868.49583,1.6,,,Vis.
2458868.50000,1.4,,,Vis.
2458868.50347,1.2,,,Vis.
2458868.508,1.5,,,Vis.
2458868.55208,1.4,,,Vis.
2458868.58144,1.7,,,Vis.
2458868.58403,1.50,,,Vis.
2458868.59167,1.2,,,Vis.
2458868.62083,<1.6,,,Vis.
2458868.62778,1.7,,,Vis.
2458868.62778,1.7,,,Vis.
2458868.63333,1.5,,,Vis.
2458868.64792,1.65,,,Vis.
2458868.64861,1.4,,,Vis.
2458868.7,1.5,,,Vis.
2458868.99236,1.5,,,Vis.
2458869.2,1.36,,,Vis.
2458869.2,1.9,,,Vis.
2458869.213,1.5,,,Vis.
2458869.23889,1.4,,,Vis.
2458869.2625,1.5,,,Vis.
2458869.27083,1.4,,,Vis.
2458869.2875,1.4,,,Vis.
2458869.29861,1.4,,,Vis.
2458869.299,1.7,,,Vis.
2458869.3,1.7,,,Vis.
2458869.3,1.5,,,Vis.
2458869.3,1.4,,,Vis.
2458869.30,1.6,,,Vis.
2458869.30556,1.45,,,Vis.
2458869.326,1.6,,,Vis.
2458869.32986,1.4,,,Vis.
2458869.3333,1.4,,,Vis.
2458869.35,1.5,,,Vis.
2458869.35208,1.7,,,Vis.
2458869.36250,1.46,,,Vis.
2458869.37,1.4,,,Vis.
2458869.379,1.6,,,Vis.
2458869.380,1.2,,,Vis.
2458869.3861,1.6,,,Vis.
2458869.3896,1.4,,,Vis.
2458869.390,1.5,,,Vis.
2458869.41667,1.46,,,Vis.
2458869.41667,1.5,,,Vis.
2458869.42708,1.4,,,Vis.
2458869.43056,1.5,,,Vis.
2458869.47917,1.6,,,Vis.
2458869.48056,1.6,,,Vis.
2458869.49306,1.5,,,Vis.
2458869.5,1.5,,,Vis.
2458869.50139,1.4,,,Vis.
2458869.50847,1.4,,,Vis.
2458869.513,1.3,,,Vis.
2458869.53650,1.56,,,Vis.
2458869.54167,1.6,,,Vis.
2458869.55903,1.6,,,Vis.
2458869.58333,1.5,,,Vis.
2458869.58333,1.35,,,Vis.
2458869.58333,1.40,,,Vis.
2458869.58750,1.7,,,Vis.
2458869.59514,1.6,,,Vis.
2458869.62720,1.4,,,Vis.
2458869.63889,1.5,,,Vis.
2458869.65000,1.5,,,Vis.
2458869.65278,1.4,,,Vis.
2458869.69722,1.4,,,Vis.
2458869.9028,1.6,,,Vis.
2458869.95139,1.5,,,Vis.
2458869.9528,1.5,,,Vis.
2458870.2028,1.4,,,Vis.
2458870.20833,1.45,,,Vis.
2458870.212,1.5,,,Vis.
2458870.2146,1.5,,,Vis.
2458870.220,1.5,,,Vis.
2458870.2389,1.55,,,Vis.
2458870.26,1.5,,,Vis.
2458870.26,1.6,,,Vis.
2458870.27083,1.4,,,Vis.
2458870.28125,1.4,,,Vis.
2458870.3,1.9,,,Vis.
2458870.30694,1.4,,,Vis.
2458870.31250,1.5,,,Vis.
2458870.31597,1.47,,,Vis.
2458870.32222,1.48,,,Vis.
2458870.325,1.14,,,Vis.
2458870.3264,1.5,,,Vis.
2458870.3437,1.5,,,Vis.
2458870.38472,1.5,,,Vis.
2458870.4,1.6,,,Vis.
2458870.40,1.6,,,Vis.
2458870.409,1.14,,,Vis.
2458870.41667,1.5,,,Vis.
2458870.42014,1.5,,,Vis.
2458870.43056,1.1,,,Vis.
2458870.45278,1.5,,,Vis.
2458870.45486,1.5,,,Vis.
2458870.46667,1.5,,,Vis.
2458870.50417,1.75,,,Vis.
2458870.51736,1.6,,,Vis.
2458870.53472,1.4,,,Vis.
2458870.54167,1.7,,,Vis.
2458870.55556,1.5,,,Vis.
2458870.56597,1.6,,,Vis.
2458870.6,1.3,,,Vis.
2458870.62431,1.5,,,Vis.
2458870.64623,1.5,,,Vis.
2458870.64861,1.6,,,Vis.
2458870.6493,1.6,,,Vis.
2458870.65000,1.7,,,Vis.
2458870.65972,<1.2,,,Vis.
2458870.66667,1.6,,,Vis.
2458871.0,1.4,,,Vis.
2458871.1903,1.5,,,Vis.
2458871.23611,1.43,,,Vis.
2458871.25000,1.55,,,Vis.
2458871.26736,1.4,,,Vis.
2458871.2674,1.5,,,Vis.
2458871.2868,1.5,,,Vis.
2458871.29167,1.5,,,Vis.
2458871.29167,1.4,,,Vis.
2458871.3,1.6,,,Vis.
2458871.3,1.4,,,Vis.
2458871.3021,1.4,,,Vis.
2458871.3125,1.4,,,Vis.
2458871.318,1.14,,,Vis.
2458871.3521,1.5,,,Vis.
2458871.37500,1.4,,,Vis.
2458871.39,1.7,,,Vis.
2458871.4,1.5,,,Vis.
2458871.408,1.14,,,Vis.
2458871.44792,1.55,,,Vis.
2458871.46181,1.5,,,Vis.
2458871.46319,1.4,,,Vis.
2458871.481,1.5,,,Vis.
2458871.49653,1.2,,,Vis.
2458871.5,1.8,,,Vis.
2458871.53245,1.5,,,Vis.
2458871.54,1.6,,,Vis.
2458871.54167,1.6,,,Vis.
2458871.57847,1.50,,,Vis.
2458871.58542,1.7,,,Vis.
2458871.61458,1.7,,,Vis.
2458871.62500,1.5,,,Vis.
2458871.95139,1.5,,,Vis.
2458872.0285,1.5,,,Vis.
2458872.12500,0.43,,,Vis.
2458872.2,1.52,,,Vis.
2458872.20139,1.44,,,Vis.
2458872.21181,1.4,,,Vis.
2458872.2153,1.7,,,Vis.
2458872.22,1.5,,,Vis.
2458872.23,1.6,,,Vis.
2458872.23611,1.55,,,Vis.
2458872.240,1.5,,,Vis.
2458872.24792,1.45,,,Vis.
2458872.250,1.6,,,Vis.
2458872.2500,1.73,,,Vis.
2458872.2743,1.5,,,Vis.
2458872.27778,1.4,,,Vis.
2458872.28472,1.3,,,Vis.
2458872.3,1.4,,,Vis.
2458872.30000,1.8,,,Vis.
2458872.30208,1.21,,,Vis.
2458872.32,1.6,,,Vis.
2458872.32639,1.45,,,Vis.
2458872.333,1.64,,,Vis.
2458872.34444,1.4,,,Vis.
2458872.35417,1.52,,,Vis.
2458872.35417,1.5,,,Vis.
2458872.41667,1.5,,,Vis.
2458872.4181,1.5,,,Vis.
2458872.45139,1.5,,,Vis.
2458872.45833,1.2,,,Vis.
2458872.5,1.5,,,Vis.
2458872.52431,1.5,,,Vis.
2458872.58958,1.60,,,Vis.
2458872.6021,1.5,,,Vis.
2458872.60417,1.4,,,Vis.
2458872.62847,1.4,,,Vis.
2458872.63194,1.6,,,Vis.
2458872.66667,1.7,,,Vis.
2458873.01697,1.4,,,Vis.
2458873.042,1.4,,,Vis.
2458873.2083,1.4,,,Vis.
2458873.2125,1.5,,,Vis.
2458873.220,1.5,,,Vis.
2458873.22917,1.4,,,Vis.
